Data;Regiao;Vendedor;Secao;Vendas;Total com imposto
21/05/2011;Sul;Carolina;Roupas e Acessórios;4064,66;4877,59
21/05/2011;Sudeste;Ana Maria;Eletrônicos;3489,25;4187,10
21/05/2011;Nordeste;Carolina;Eletrônicos;3760,28;4512,34
22/05/2011;Sul;Ana Maria;Roupas e Acessórios;571,48;685,78
22/05/2011;Sudeste;Adriana;Esporte e Lazer;1586,75;1904,10
22/05/2011;Centro;João Carlos;Móveis e Decoração;1481,70;1778,04
23/05/2011;Centro;Simone;Esporte e Lazer;4172,58;5007,10
24/05/2011;Norte;Ana Maria;Casa e Construção;4317,60;5181,12
24/05/2011;Sudeste;Ricardo;Esporte e Lazer;3152,16;3782,59
25/05/2011;Norte;Carolina;Cama, Mesa e Banho;3346,17;4015,40
25/05/2011;Sul;Ricardo;Esporte e Lazer;2522,65;3027,18
26/05/2011;Nordeste;Roberto;Utilidades Domésticas;2355,33;2826,40
27/05/2011;Sul;Carolina;Roupas e Acessórios;4589,98;5507,98
29/05/2011;Sudeste;Carolina;Roupas e Acessórios;4084,02;4900,82
31/05/2011;Norte;Ana Maria;Roupas e Acessórios;779,01;934,81
31/05/2011;Nordeste;Carolina;Roupas e Acessórios;3696,49;4435,79
31/05/2011;Oeste;José Luiz;Cine e Foto;1932,07;2318,48
31/05/2011;Sudeste;Adriana;Casa e Construção;3144,09;3772,91
01/06/2011;Oeste;João Carlos;Cine e Foto;2951,81;3542,17
01/06/2011;Centro;Carolina;Eletrônicos;1765,12;2118,14
01/06/2011;Sul;Simone;Eletrônicos;3133,99;3760,79
02/06/2011;Centro;José Luiz;Móveis e Decoração;3404,89;4085,87
03/06/2011;Sudeste;Carolina;Casa e Construção;2605,78;3126,94
05/06/2011;Centro;José Luiz;Cama, Mesa e Banho;4130,26;4956,31
06/06/2011;Oeste;Ana Maria;Eletrodomésticos;792,14;950,57
07/06/2011;Norte;João Carlos;Casa e Construção;1085,84;1303,01
09/06/2011;Sudeste;Simone;Roupas e Acessórios;4298,79;5158,55
10/06/2011;Nordeste;Ricardo;Cama, Mesa e Banho;801,17;961,40
10/06/2011;Nordeste;João Carlos;Cama, Mesa e Banho;1082,96;1299,55
10/06/2011;Oeste;Ana Maria;Utilidades Domésticas;4354,92;5225,90
10/06/2011;Sul;Ricardo;Eletrônicos;4549,89;5459,87
10/06/2011;Sul;Ricardo;Eletrônicos;3963,82;4756,58
11/06/2011;Nordeste;João Carlos;Eletrodomésticos;3872,16;4646,59
13/06/2011;Nordeste;João Carlos;Roupas e Acessórios;3911,88;4694,26
13/06/2011;Centro;Ricardo;Roupas e Acessórios;1249,35;1499,22
13/06/2011;Leste;Ricardo;Esporte e Lazer;1381,78;1658,14
15/06/2011;Centro;Simone;Móveis e Decoração;4331,97;5198,36
15/06/2011;Sudeste;Simone;Cama, Mesa e Banho;858,30;1029,96
16/06/2011;Sudeste;Carolina;Utilidades Domésticas;3173,50;3808,20
17/06/2011;Nordeste;Ana Maria;Móveis e Decoração;3157,57;3789,08
18/06/2011;Sudeste;João Carlos;Móveis e Decoração;4384,98;5261,98
19/06/2011;Centro;Ana Maria;Eletrodomésticos;1686,92;2024,30
21/06/2011;Nordeste;Ana Maria;Roupas e Acessórios;315,19;378,23
21/06/2011;Sul;Ana Maria;Utilidades Domésticas;231,99;278,39
22/06/2011;Sudeste;Carolina;Cine e Foto;371,55;445,86
23/06/2011;Sudeste;Ricardo;Utilidades Domésticas;1300,07;1560,08
25/06/2011;Centro;João Carlos;Esporte e Lazer;3801,82;4562,18
25/06/2011;Nordeste;Ricardo;Roupas e Acessórios;3575,96;4291,15
29/06/2011;Sudeste;João Carlos;Esporte e Lazer;4199,01;5038,81
29/06/2011;Nordeste;Roberto;Eletrodomésticos;255,36;306,43
29/06/2011;Norte;Carolina;Roupas e Acessórios;3486,41;4183,69
30/06/2011;Leste;Ana Maria;Cama, Mesa e Banho;3890,83;4669,00
01/07/2011;Oeste;José Luiz;Cama, Mesa e Banho;3200,88;3841,06
01/07/2011;Nordeste;João Carlos;Roupas e Acessórios;1093,94;1312,73
03/07/2011;Centro;Roberto;Utilidades Domésticas;573,79;688,55
05/07/2011;Nordeste;Roberto;Cama, Mesa e Banho;1425,83;1711,00
05/07/2011;Nordeste;Ana Maria;Cama, Mesa e Banho;2518,03;3021,64
05/07/2011;Leste;Ana Maria;Esporte e Lazer;1044,00;1252,80
05/07/2011;Sudeste;Simone;Roupas e Acessórios;3499,81;4199,77
05/07/2011;Oeste;João Carlos;Roupas e Acessórios;732,42;878,90
05/07/2011;Leste;Ana Maria;Cine e Foto;3216,99;3860,39
05/07/2011;Centro;Carolina;Utilidades Domésticas;2932,06;3518,47
06/07/2011;Centro;Carolina;Móveis e Decoração;3716,21;4459,45
07/07/2011;Sul;João Carlos;Cine e Foto;929,72;1115,66
09/07/2011;Nordeste;José Luiz;Eletrônicos;3477,26;4172,71
10/07/2011;Nordeste;Ricardo;Utilidades Domésticas;1582,63;1899,16
10/07/2011;Norte;Simone;Cama, Mesa e Banho;3529,17;4235,00
11/07/2011;Sul;Adriana;Eletrônicos;1972,02;2366,42
11/07/2011;Nordeste;Simone;Casa e Construção;846,08;1015,30
14/07/2011;Leste;Carolina;Cama, Mesa e Banho;1064,90;1277,88
14/07/2011;Centro;Carolina;Eletrônicos;2944,64;3533,57
14/07/2011;Sudeste;Carolina;Móveis e Decoração;2470,21;2964,25
14/07/2011;Nordeste;Roberto;Utilidades Domésticas;1189,16;1426,99
16/07/2011;Sudeste;Ricardo;Utilidades Domésticas;660,20;792,24
18/07/2011;Sudeste;Ana Maria;Cine e Foto;3376,39;4051,67
18/07/2011;Centro;João Carlos;Roupas e Acessórios;3893,62;4672,34
20/07/2011;Centro;Ana Maria;Roupas e Acessórios;2321,39;2785,67
20/07/2011;Centro;João Carlos;Esporte e Lazer;1944,75;2333,70
21/07/2011;Leste;Carolina;Roupas e Acessórios;2223,99;2668,79
21/07/2011;Nordeste;Ricardo;Cama, Mesa e Banho;4498,62;5398,34
22/07/2011;Centro;Adriana;Eletrodomésticos;4304,08;5164,90
23/07/2011;Sudeste;José Luiz;Cine e Foto;1742,84;2091,41
24/07/2011;Norte;Adriana;Casa e Construção;4958,41;5950,09
25/07/2011;Sul;José Luiz;Utilidades Domésticas;4689,86;5627,83
25/07/2011;Sul;Carolina;Casa e Construção;1192,66;1431,19
25/07/2011;Sul;Carolina;Roupas e Acessórios;2977,91;3573,49
26/07/2011;Sudeste;Ana Maria;Eletrônicos;4052,81;4863,37
27/07/2011;Nordeste;João Carlos;Roupas e Acessórios;4469,34;5363,21
27/07/2011;Leste;Adriana;Roupas e Acessórios;2775,38;3330,46
27/07/2011;Sudeste;João Carlos;Eletrodomésticos;2159,71;2591,65
28/07/2011;Sudeste;Ricardo;Eletrônicos;3714,85;4457,82
28/07/2011;Sudeste;João Carlos;Eletrodomésticos;4937,46;5924,95
29/07/2011;Centro;Carolina;Esporte e Lazer;1192,28;1430,74
29/07/2011;Sudeste;Carolina;Esporte e Lazer;3038,26;3645,91
30/07/2011;Centro;Carolina;Esporte e Lazer;808,79;970,55
30/07/2011;Sul;Ricardo;Cama, Mesa e Banho;513,82;616,58
31/07/2011;Sudeste;Ana Maria;Cine e Foto;2101,16;2521,39
31/07/2011;Sudeste;Ricardo;Móveis e Decoração;2680,57;3216,68
01/08/2011;Centro;Ricardo;Eletrodomésticos;899,98;1079,98
02/08/2011;Sudeste;João Carlos;Esporte e Lazer;4563,94;5476,73
02/08/2011;Sudeste;João Carlos;Eletrônicos;4476,32;5371,58
03/08/2011;Sul;João Carlos;Roupas e Acessórios;1942,84;2331,41
05/08/2011;Sul;João Carlos;Eletrodomésticos;1571,46;1885,75
05/08/2011;Nordeste;João Carlos;Cine e Foto;3563,42;4276,10
06/08/2011;Sudeste;Ana Maria;Eletrodomésticos;2405,69;2886,83
09/08/2011;Centro;José Luiz;Utilidades Domésticas;4791,52;5749,82
09/08/2011;Sudeste;João Carlos;Eletrônicos;2909,04;3490,85
09/08/2011;Sul;Ana Maria;Casa e Construção;4954,60;5945,52
10/08/2011;Centro;Ana Maria;Casa e Construção;2617,67;3141,20
10/08/2011;Nordeste;Ana Maria;Eletrônicos;1752,09;2102,51
11/08/2011;Sudeste;Carolina;Casa e Construção;4217,82;5061,38
12/08/2011;Norte;Simone;Cama, Mesa e Banho;4876,89;5852,27
13/08/2011;Sudeste;Simone;Móveis e Decoração;1740,37;2088,44
14/08/2011;Centro;Carolina;Eletrodomésticos;3681,97;4418,36
16/08/2011;Sul;Simone;Eletrodomésticos;1015,79;1218,95
16/08/2011;Norte;João Carlos;Móveis e Decoração;3030,71;3636,85
19/08/2011;Centro;Adriana;Móveis e Decoração;4770,60;5724,72
20/08/2011;Centro;Roberto;Esporte e Lazer;4017,82;4821,38
20/08/2011;Sul;Roberto;Roupas e Acessórios;408,94;490,73
20/08/2011;Centro;Adriana;Eletrodomésticos;4360,55;5232,66
20/08/2011;Centro;Adriana;Cama, Mesa e Banho;1797,33;2156,80
20/08/2011;Sudeste;Adriana;Eletrônicos;337,05;404,46
20/08/2011;Oeste;Ana Maria;Móveis e Decoração;2046,13;2455,36
21/08/2011;Oeste;Ricardo;Móveis e Decoração;1673,45;2008,14
22/08/2011;Nordeste;Roberto;Eletrodomésticos;1874,22;2249,06
23/08/2011;Oeste;Adriana;Móveis e Decoração;3664,64;4397,57
23/08/2011;Sudeste;Adriana;Casa e Construção;4054,34;4865,21
24/08/2011;Oeste;Adriana;Cine e Foto;4029,80;4835,76
24/08/2011;Sudeste;Carolina;Eletrodomésticos;2937,21;3524,65
24/08/2011;Oeste;Carolina;Eletrônicos;3665,86;4399,03
24/08/2011;Norte;Adriana;Utilidades Domésticas;395,76;474,91
24/08/2011;Sudeste;Ana Maria;Casa e Construção;4766,95;5720,34
25/08/2011;Sul;Carolina;Cama, Mesa e Banho;727,68;873,22
26/08/2011;Centro;Ricardo;Móveis e Decoração;2314,66;2777,59
27/08/2011;Centro;João Carlos;Roupas e Acessórios;3385,97;4063,16
27/08/2011;Leste;João Carlos;Roupas e Acessórios;4010,32;4812,38
28/08/2011;Nordeste;Ricardo;Cama, Mesa e Banho;1956,41;2347,69
29/08/2011;Leste;Simone;Eletrônicos;4983,75;5980,50
30/08/2011;Nordeste;Simone;Roupas e Acessórios;3481,94;4178,33
30/08/2011;Centro;Simone;Esporte e Lazer;4583,92;5500,70
30/08/2011;Leste;José Luiz;Cama, Mesa e Banho;2217,22;2660,66
30/08/2011;Norte;Simone;Eletrônicos;601,00;721,20
31/08/2011;Sudeste;João Carlos;Cine e Foto;3570,21;4284,25
01/09/2011;Sul;João Carlos;Casa e Construção;1216,37;1459,64
01/09/2011;Oeste;Simone;Casa e Construção;958,88;1150,66
03/09/2011;Oeste;Carolina;Roupas e Acessórios;510,53;612,64
03/09/2011;Nordeste;Roberto;Eletrodomésticos;1175,96;1411,15
04/09/2011;Oeste;Ricardo;Esporte e Lazer;251,18;301,42
05/09/2011;Norte;Ricardo;Roupas e Acessórios;2974,62;3569,54
05/09/2011;Sul;Carolina;Esporte e Lazer;3071,17;3685,40
06/09/2011;Centro;João Carlos;Roupas e Acessórios;2058,76;2470,51
06/09/2011;Nordeste;João Carlos;Esporte e Lazer;1734,16;2080,99
07/09/2011;Sudeste;Carolina;Eletrônicos;2278,24;2733,89
07/09/2011;Centro;Ricardo;Móveis e Decoração;255,21;306,25
08/09/2011;Sul;Simone;Casa e Construção;2312,84;2775,41
08/09/2011;Centro;Ana Maria;Móveis e Decoração;2106,08;2527,30
08/09/2011;Leste;Ricardo;Casa e Construção;4914,95;5897,94
10/09/2011;Leste;Roberto;Móveis e Decoração;729,27;875,12
11/09/2011;Sudeste;Ana Maria;Móveis e Decoração;743,37;892,04
12/09/2011;Oeste;Carolina;Cama, Mesa e Banho;2421,00;2905,20
12/09/2011;Leste;João Carlos;Esporte e Lazer;4941,35;5929,62
13/09/2011;Nordeste;Carolina;Casa e Construção;1074,37;1289,24
13/09/2011;Centro;Ricardo;Utilidades Domésticas;2287,46;2744,95
13/09/2011;Sudeste;Simone;Casa e Construção;2777,42;3332,90
14/09/2011;Sul;Adriana;Utilidades Domésticas;4902,87;5883,44
16/09/2011;Sudeste;Ana Maria;Eletrodomésticos;2510,07;3012,08
17/09/2011;Centro;Carolina;Móveis e Decoração;2495,61;2994,73
17/09/2011;Norte;José Luiz;Eletrônicos;3415,93;4099,12
18/09/2011;Leste;Carolina;Casa e Construção;1874,91;2249,89
19/09/2011;Sul;João Carlos;Móveis e Decoração;1925,98;2311,18
20/09/2011;Nordeste;Carolina;Cine e Foto;2284,06;2740,87
20/09/2011;Leste;Ricardo;Eletrônicos;3682,64;4419,17
21/09/2011;Nordeste;Ana Maria;Roupas e Acessórios;468,45;562,14
21/09/2011;Sudeste;Simone;Eletrodomésticos;3879,37;4655,24
21/09/2011;Leste;Ana Maria;Esporte e Lazer;3804,10;4564,92
21/09/2011;Centro;Ana Maria;Roupas e Acessórios;4667,68;5601,22
22/09/2011;Sul;José Luiz;Móveis e Decoração;2732,73;3279,28
24/09/2011;Nordeste;João Carlos;Cama, Mesa e Banho;2614,95;3137,94
24/09/2011;Norte;Adriana;Roupas e Acessórios;4461,17;5353,40
25/09/2011;Centro;Roberto;Eletrônicos;1599,69;1919,63
26/09/2011;Nordeste;Carolina;Utilidades Domésticas;3656,87;4388,24
27/09/2011;Norte;Simone;Cine e Foto;1552,21;1862,65
29/09/2011;Sudeste;João Carlos;Eletrodomésticos;2403,08;2883,70
29/09/2011;Norte;Simone;Cama, Mesa e Banho;1446,10;1735,32
30/09/2011;Sul;Roberto;Cine e Foto;901,62;1081,94
30/09/2011;Sul;João Carlos;Utilidades Domésticas;4794,46;5753,35
01/10/2011;Sudeste;Carolina;Cine e Foto;1495,09;1794,11
01/10/2011;Oeste;José Luiz;Esporte e Lazer;2623,97;3148,76
02/10/2011;Sudeste;Simone;Cama, Mesa e Banho;3114,64;3737,57
02/10/2011;Sul;Ana Maria;Cine e Foto;2414,22;2897,06
03/10/2011;Centro;Roberto;Roupas e Acessórios;3617,68;4341,22
03/10/2011;Sudeste;Carolina;Móveis e Decoração;3484,66;4181,59
04/10/2011;Sudeste;João Carlos;Móveis e Decoração;3390,18;4068,22
04/10/2011;Sudeste;Carolina;Casa e Construção;4325,53;5190,64
04/10/2011;Sudeste;Adriana;Utilidades Domésticas;3068,52;3682,22
07/10/2011;Norte;Ana Maria;Roupas e Acessórios;2242,23;2690,68
07/10/2011;Norte;João Carlos;Eletrodomésticos;2453,59;2944,31
08/10/2011;Sul;José Luiz;Cine e Foto;1844,33;2213,20
08/10/2011;Sudeste;Ricardo;Cama, Mesa e Banho;2103,35;2524,02
08/10/2011;Nordeste;Ricardo;Roupas e Acessórios;3380,35;4056,42
09/10/2011;Leste;João Carlos;Casa e Construção;2788,17;3345,80
11/10/2011;Sul;Carolina;Utilidades Domésticas;2220,48;2664,58
11/10/2011;Nordeste;João Carlos;Cine e Foto;2567,98;3081,58
11/10/2011;Sudeste;João Carlos;Utilidades Domésticas;3430,93;4117,12
12/10/2011;Centro;João Carlos;Cama, Mesa e Banho;4438,39;5326,07
13/10/2011;Sul;Ricardo;Móveis e Decoração;3485,93;4183,12
14/10/2011;Nordeste;Ricardo;Eletrodomésticos;889,07;1066,88
14/10/2011;Sudeste;Ana Maria;Casa e Construção;2496,82;2996,18
14/10/2011;Sul;Carolina;Esporte e Lazer;3710,85;4453,02
15/10/2011;Centro;João Carlos;Roupas e Acessórios;4814,75;5777,70
16/10/2011;Sudeste;José Luiz;Utilidades Domésticas;1179,39;1415,27
18/10/2011;Centro;Ana Maria;Eletrodomésticos;3010,46;3612,55
18/10/2011;Sul;Carolina;Cine e Foto;3424,22;4109,06
18/10/2011;Nordeste;João Carlos;Móveis e Decoração;4831,29;5797,55
19/10/2011;Sudeste;Ricardo;Cine e Foto;1148,00;1377,60
20/10/2011;Sudeste;Roberto;Cine e Foto;3028,27;3633,92
22/10/2011;Sul;Carolina;Móveis e Decoração;933,06;1119,67
22/10/2011;Sudeste;Ricardo;Cine e Foto;3110,04;3732,05
22/10/2011;Sul;Ana Maria;Casa e Construção;3297,55;3957,06
25/10/2011;Centro;Carolina;Casa e Construção;408,53;490,24
25/10/2011;Norte;Roberto;Móveis e Decoração;4660,71;5592,85
25/10/2011;Nordeste;Roberto;Eletrodomésticos;4550,03;5460,04
26/10/2011;Sul;João Carlos;Esporte e Lazer;464,80;557,76
28/10/2011;Leste;Carolina;Móveis e Decoração;1325,27;1590,32
28/10/2011;Sudeste;Ricardo;Eletrodomésticos;4413,54;5296,25
28/10/2011;Norte;João Carlos;Utilidades Domésticas;4527,70;5433,24
29/10/2011;Centro;Roberto;Esporte e Lazer;4542,49;5450,99
30/10/2011;Sudeste;Carolina;Eletrônicos;1821,53;2185,84
30/10/2011;Nordeste;Ana Maria;Roupas e Acessórios;1909,19;2291,03
31/10/2011;Nordeste;Adriana;Cine e Foto;872,29;1046,75
01/11/2011;Norte;João Carlos;Roupas e Acessórios;611,03;733,24
04/11/2011;Centro;João Carlos;Cine e Foto;4542,87;5451,44
05/11/2011;Sul;Ricardo;Cine e Foto;653,56;784,27
05/11/2011;Sudeste;Carolina;Roupas e Acessórios;1396,12;1675,34
06/11/2011;Oeste;Adriana;Roupas e Acessórios;1771,88;2126,26
06/11/2011;Nordeste;Roberto;Eletrodomésticos;827,08;992,50
07/11/2011;Sul;Ana Maria;Roupas e Acessórios;1126,83;1352,20
07/11/2011;Nordeste;Ana Maria;Casa e Construção;4927,31;5912,77
08/11/2011;Leste;Roberto;Cama, Mesa e Banho;4089,16;4906,99
09/11/2011;Nordeste;Roberto;Esporte e Lazer;1205,93;1447,12
09/11/2011;Sudeste;Carolina;Casa e Construção;2163,80;2596,56
09/11/2011;Sudeste;José Luiz;Utilidades Domésticas;2083,09;2499,71
09/11/2011;Leste;Ricardo;Eletrônicos;2059,51;2471,41
10/11/2011;Leste;Carolina;Cama, Mesa e Banho;477,56;573,07
12/11/2011;Sul;Ana Maria;Roupas e Acessórios;4644,19;5573,03
12/11/2011;Norte;Ana Maria;Eletrodomésticos;674,15;808,98
12/11/2011;Nordeste;Ana Maria;Utilidades Domésticas;2519,28;3023,14
13/11/2011;Sudeste;Carolina;Cine e Foto;2892,46;3470,95
13/11/2011;Nordeste;Ricardo;Cama, Mesa e Banho;202,16;242,59
13/11/2011;Centro;Roberto;Roupas e Acessórios;255,59;306,71
14/11/2011;Sudeste;Carolina;Casa e Construção;2724,31;3269,17
15/11/2011;Sudeste;Ana Maria;Eletrônicos;1331,25;1597,50
16/11/2011;Sudeste;Ricardo;Cine e Foto;3015,07;3618,08
17/11/2011;Sul;João Carlos;Móveis e Decoração;4231,70;5078,04
17/11/2011;Sul;Adriana;Cama, Mesa e Banho;621,36;745,63
17/11/2011;Sul;João Carlos;Cama, Mesa e Banho;1914,95;2297,94
18/11/2011;Sul;Adriana;Eletrônicos;2824,01;3388,81
18/11/2011;Sul;Carolina;Cama, Mesa e Banho;4452,86;5343,43
19/11/2011;Sul;Ricardo;Roupas e Acessórios;3785,79;4542,95
19/11/2011;Leste;Carolina;Roupas e Acessórios;4778,86;5734,63
20/11/2011;Nordeste;Ana Maria;Eletrodomésticos;2410,90;2893,08
20/11/2011;Norte;João Carlos;Roupas e Acessórios;3711,74;4454,09
20/11/2011;Sudeste;Ana Maria;Roupas e Acessórios;3265,61;3918,73
21/11/2011;Sudeste;João Carlos;Móveis e Decoração;2026,81;2432,17
21/11/2011;Sudeste;Simone;Roupas e Acessórios;812,33;974,80
22/11/2011;Sudeste;Carolina;Casa e Construção;4380,32;5256,38
22/11/2011;Sudeste;Simone;Eletrônicos;4241,02;5089,22
22/11/2011;Oeste;Ricardo;Esporte e Lazer;4825,69;5790,83
22/11/2011;Sul;Ana Maria;Roupas e Acessórios;2516,94;3020,33
23/11/2011;Centro;João Carlos;Utilidades Domésticas;1615,49;1938,59
24/11/2011;Sudeste;João Carlos;Esporte e Lazer;2048,95;2458,74
24/11/2011;Nordeste;Ana Maria;Móveis e Decoração;2277,69;2733,23
24/11/2011;Sudeste;Carolina;Casa e Construção;3600,46;4320,55
25/11/2011;Leste;Adriana;Eletrodomésticos;2596,15;3115,38
25/11/2011;Sudeste;João Carlos;Eletrônicos;1724,64;2069,57
26/11/2011;Oeste;Roberto;Utilidades Domésticas;4694,13;5632,96
27/11/2011;Centro;Adriana;Móveis e Decoração;2436,49;2923,79
27/11/2011;Sul;Carolina;Móveis e Decoração;3571,76;4286,11
28/11/2011;Sudeste;Adriana;Casa e Construção;4171,87;5006,24
28/11/2011;Nordeste;João Carlos;Eletrodomésticos;4429,37;5315,24
28/11/2011;Sudeste;Ana Maria;Casa e Construção;1566,03;1879,24
29/11/2011;Sudeste;Simone;Móveis e Decoração;2711,17;3253,40
30/11/2011;Sul;Ricardo;Cine e Foto;2175,96;2611,15
30/11/2011;Oeste;Ana Maria;Eletrônicos;3714,88;4457,86
01/12/2011;Sul;José Luiz;Eletrônicos;4449,89;5339,87
02/12/2011;Nordeste;João Carlos;Esporte e Lazer;3863,13;4635,76
04/12/2011;Leste;Ricardo;Cama, Mesa e Banho;2049,65;2459,58
05/12/2011;Sudeste;José Luiz;Eletrodomésticos;3146,49;3775,79
06/12/2011;Sul;Ana Maria;Esporte e Lazer;2384,06;2860,87
07/12/2011;Centro;José Luiz;Móveis e Decoração;4401,30;5281,56
07/12/2011;Centro;Carolina;Roupas e Acessórios;1037,30;1244,76
08/12/2011;Leste;João Carlos;Eletrodomésticos;2849,64;3419,57
08/12/2011;Nordeste;Carolina;Cama, Mesa e Banho;1941,88;2330,26
08/12/2011;Sudeste;Roberto;Esporte e Lazer;4072,02;4886,42
09/12/2011;Centro;João Carlos;Cine e Foto;4864,29;5837,15
12/12/2011;Sudeste;Ricardo;Esporte e Lazer;2374,60;2849,52
13/12/2011;Sudeste;Carolina;Móveis e Decoração;2520,88;3025,06
13/12/2011;Leste;Carolina;Cama, Mesa e Banho;1734,52;2081,42
13/12/2011;Sul;José Luiz;Móveis e Decoração;4738,92;5686,70
14/12/2011;Leste;Carolina;Eletrônicos;2604,01;3124,81
14/12/2011;Centro;Carolina;Cama, Mesa e Banho;493,62;592,34
15/12/2011;Centro;Ana Maria;Roupas e Acessórios;1803,31;2163,97
16/12/2011;Norte;Adriana;Casa e Construção;1627,00;1952,40
16/12/2011;Sudeste;Roberto;Eletrônicos;4948,91;5938,69
16/12/2011;Sul;Roberto;Cama, Mesa e Banho;2176,07;2611,28
17/12/2011;Sudeste;Carolina;Cine e Foto;1447,83;1737,40
17/12/2011;Sul;Ricardo;Casa e Construção;2011,98;2414,38
18/12/2011;Sul;Carolina;Cine e Foto;3515,22;4218,26
19/12/2011;Centro;Carolina;Eletrônicos;1796,49;2155,79
19/12/2011;Centro;Simone;Móveis e Decoração;2027,15;2432,58
19/12/2011;Sul;Simone;Cama, Mesa e Banho;2198,99;2638,79
20/12/2011;Nordeste;Adriana;Esporte e Lazer;1555,82;1866,98
21/12/2011;Sul;João Carlos;Cama, Mesa e Banho;219,62;263,54
22/12/2011;Oeste;João Carlos;Roupas e Acessórios;2717,49;3260,99
23/12/2011;Centro;João Carlos;Casa e Construção;1503,50;1804,20
24/12/2011;Sul;Carolina;Casa e Construção;1571,74;1886,09
25/12/2011;Nordeste;Carolina;Utilidades Domésticas;1818,46;2182,15
26/12/2011;Sudeste;Ricardo;Casa e Construção;2731,77;3278,12
27/12/2011;Sudeste;Adriana;Casa e Construção;3567,85;4281,42
27/12/2011;Centro;Ricardo;Eletrodomésticos;3501,31;4201,57
28/12/2011;Sudeste;João Carlos;Cama, Mesa e Banho;3718,85;4462,62
29/12/2011;Sul;Simone;Cine e Foto;4247,22;5096,66
30/12/2011;Oeste;Carolina;Eletrodomésticos;3387,07;4064,48
30/12/2011;Nordeste;Ana Maria;Cama, Mesa e Banho;4825,13;5790,16
02/01/2012;Nordeste;Carolina;Casa e Construção;3476,58;4171,90
03/01/2012;Centro;Adriana;Utilidades Domésticas;4706,39;5647,67
05/01/2012;Sudeste;João Carlos;Casa e Construção;1822,31;2186,77
05/01/2012;Centro;Roberto;Eletrodomésticos;2814,67;3377,60
05/01/2012;Sudeste;Roberto;Utilidades Domésticas;995,77;1194,92
08/01/2012;Sudeste;Ricardo;Roupas e Acessórios;3541,49;4249,79
08/01/2012;Sudeste;Adriana;Cine e Foto;1573,11;1887,73
09/01/2012;Centro;José Luiz;Móveis e Decoração;1971,06;2365,27
09/01/2012;Sul;Adriana;Eletrodomésticos;1049,77;1259,72
10/01/2012;Nordeste;Carolina;Roupas e Acessórios;2413,40;2896,08
10/01/2012;Oeste;Adriana;Roupas e Acessórios;1993,13;2391,76
11/01/2012;Sudeste;José Luiz;Cama, Mesa e Banho;3102,80;3723,36
12/01/2012;Leste;João Carlos;Cine e Foto;432,83;519,40
12/01/2012;Sudeste;Roberto;Cine e Foto;4182,97;5019,56
13/01/2012;Leste;Carolina;Cama, Mesa e Banho;2920,73;3504,88
14/01/2012;Norte;Carolina;Esporte e Lazer;521,48;625,78
14/01/2012;Centro;Ricardo;Cine e Foto;4979,24;5975,09
16/01/2012;Centro;Carolina;Cine e Foto;2130,58;2556,70
17/01/2012;Nordeste;João Carlos;Esporte e Lazer;336,89;404,27
17/01/2012;Centro;Ana Maria;Móveis e Decoração;4400,22;5280,26
17/01/2012;Leste;Ricardo;Eletrônicos;1188,70;1426,44
18/01/2012;Sudeste;Adriana;Móveis e Decoração;2070,88;2485,06
19/01/2012;Sul;Roberto;Roupas e Acessórios;2843,28;3411,94
20/01/2012;Sul;João Carlos;Móveis e Decoração;4316,63;5179,96
23/01/2012;Centro;Ricardo;Roupas e Acessórios;1331,15;1597,38
23/01/2012;Nordeste;Carolina;Utilidades Domésticas;4215,23;5058,28
25/01/2012;Sudeste;Simone;Casa e Construção;392,10;470,52
26/01/2012;Sudeste;Carolina;Móveis e Decoração;1561,95;1874,34
27/01/2012;Sudeste;Carolina;Eletrônicos;3194,23;3833,08
28/01/2012;Centro;João Carlos;Utilidades Domésticas;2084,02;2500,82
28/01/2012;Sudeste;Carolina;Eletrônicos;1876,60;2251,92
28/01/2012;Oeste;Ana Maria;Casa e Construção;3571,79;4286,15
29/01/2012;Oeste;João Carlos;Esporte e Lazer;3455,99;4147,19
29/01/2012;Oeste;Carolina;Esporte e Lazer;948,14;1137,77
30/01/2012;Sudeste;Carolina;Cama, Mesa e Banho;1990,36;2388,43
30/01/2012;Sul;Carolina;Móveis e Decoração;2087,85;2505,42
30/01/2012;Sudeste;José Luiz;Móveis e Decoração;657,55;789,06
02/02/2012;Nordeste;Simone;Cine e Foto;2667,67;3201,20
02/02/2012;Centro;Ricardo;Móveis e Decoração;4217,64;5061,17
02/02/2012;Centro;Simone;Eletrodomésticos;2039,14;2446,97
02/02/2012;Sudeste;Carolina;Esporte e Lazer;4398,10;5277,72
04/02/2012;Sudeste;José Luiz;Esporte e Lazer;4407,30;5288,76
05/02/2012;Sul;João Carlos;Cine e Foto;1810,66;2172,79
06/02/2012;Leste;João Carlos;Móveis e Decoração;4702,02;5642,42
06/02/2012;Nordeste;José Luiz;Móveis e Decoração;1083,12;1299,74
07/02/2012;Oeste;Ana Maria;Eletrônicos;3826,35;4591,62
07/02/2012;Sul;Roberto;Cama, Mesa e Banho;3965,77;4758,92
07/02/2012;Sul;Simone;Cine e Foto;1774,30;2129,16
07/02/2012;Sudeste;José Luiz;Cine e Foto;1274,73;1529,68
07/02/2012;Centro;Adriana;Cama, Mesa e Banho;4857,23;5828,68
07/02/2012;Sul;Carolina;Eletrodomésticos;4162,76;4995,31
