DATA;COD_PROD;DESCRICAO;MODELO;MARCA;PORTAS;TIPO;CAMBIO;COMBUSTIVEL;FILIAL;VENDEDOR;COR;FORMA_PGTO;GERENTE;UF;ESTADO;CIDADE;PRECO_VENDA;ACESSORIOS; TOTAL_VENDAS 
04/02/2017;VWU001;Volkswagen Up 1.0 MPI 12v;Up;Volkswagen;2.0;Passeio;Manual;Flex;Brasília;Amanda;Prata;Entrada + 36X;Adriana;DF;Distrito Federal;Brasília;33992,41;4109,34; 38.101,75 
05/02/2017;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Curitiba;Sérgio;Branco;Entrada + 60X;Andrey;PR;Paraná;Curitiba;87994,12;2920,16; 90.914,28 
05/02/2017;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Brasília;Sérgio;Branco;Entrada + 60X;Andrey;DF;Distrito Federal;Brasília;78276,86;2704,82; 80.981,68 
05/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Sérgio;Branco;Entrada + 60X;Andrey;SP;São Paulo;São Paulo;86595,25;2413,32; 89.008,57 
06/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Mariana;Branco;Entrada + 36X;Andrey;SP;São Paulo;São Paulo;28842,69;2414,44; 31.257,13 
06/02/2017;RES001;Renault Sandero 1.0 Authentique 16v;Sandero;Renault;4.0;Passeio;Manual;Flex;Curitiba;Mariana;Branco;Entrada + 36X;Andrey;PR;Paraná;Curitiba;46721,2;3325,2; 50.046,40 
06/02/2017;RES001;Renault Sandero 1.0 Authentique 16v;Sandero;Renault;4.0;Passeio;Manual;Flex;Brasília;Mariana;Branco;Entrada + 36X;Andrey;DF;Distrito Federal;Brasília;53281,9;3018,02; 56.299,92 
07/02/2017;CHC005;Camaro 6.2 SS Coupé v8;Camaro;Chevrolet;2.0;Passeio;Automático;Gasolina;Ribeirão Preto;Cristiano;Amarelo;Entrada + 60X;Fabio;SP;São Paulo;Ribeirão Preto;247817,94;3903,54; 251.721,48 
07/02/2017;CHC005;Camaro 6.2 SS Coupé v8;Camaro;Chevrolet;2.0;Passeio;Automático;Gasolina;Brasília;Cristiano;Amarelo;Entrada + 60X;Fabio;DF;Distrito Federal;Brasília;274387,82;4086,21; 278.474,03 
07/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Cristiano;Amarelo;Entrada + 60X;Fabio;SP;São Paulo;São Paulo;231301,75;5298,3; 236.600,05 
07/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Wesley;Grafite;Entrada + 60X;Andrey;SP;São Paulo;São Paulo;114856,91;4010,09; 118.867,00 
07/02/2017;VWG008;Volkswagen Golf 1.4 TSI Comfortline 16v;Golf;Volkswagen;4.0;Passeio;Automático;Gasolina;Florianópolis;Wesley;Grafite;Entrada + 60X;Andrey;SC;Santa Catarina;Florianópolis;88464,17;3700,49; 92.164,66 
07/02/2017;VWG008;Volkswagen Golf 1.4 TSI Comfortline 16v;Golf;Volkswagen;4.0;Passeio;Automático;Gasolina;Brasília;Wesley;Grafite;Entrada + 60X;Andrey;DF;Distrito Federal;Brasília;95970,42;6032,5; 102.002,92 
08/02/2017;CHC003;Captiva 2.4 SIDI 16v;Captiva;Chevrolet;4.0;Passeio;Automático;Gasolina;Rio de Janeiro;Carolina;Azul;Entrada + 48X;Andrey;RJ;Rio de Janeiro;Rio de Janeiro;88625,46;2326,31; 90.951,77 
08/02/2017;CHC003;Captiva 2.4 SIDI 16v;Captiva;Chevrolet;4.0;Passeio;Automático;Gasolina;Rio de Janeiro;Carolina;Azul;Entrada + 48X;Andrey;RJ;Rio de Janeiro;Rio de Janeiro;130160,8;2366,62; 132.527,42 
08/02/2017;CHC003;Captiva 2.4 SIDI 16v;Captiva;Chevrolet;4.0;Passeio;Automático;Gasolina;Brasília;Carolina;Azul;Entrada + 48X;Andrey;DF;Distrito Federal;Brasília;162304,95;1565,39; 163.870,34 
08/02/2017;CHC003;Captiva 2.4 SIDI 16v;Captiva;Chevrolet;4.0;Passeio;Automático;Gasolina;Brasília;Carolina;Azul;Entrada + 48X;Andrey;DF;Distrito Federal;Brasília;155943,63;1801,29; 157.744,92 
08/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Anselmo;Grafite;Entrada + 48X;Andrey;SP;São Paulo;São Paulo;59795,85;4745,63; 64.541,48 
08/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Carolina;Azul;Entrada + 48X;Andrey;SP;São Paulo;São Paulo;165377,11;2349,01; 167.726,12 
08/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Carolina;Azul;Entrada + 48X;Andrey;SP;São Paulo;São Paulo;84809,66;2475,8; 87.285,46 
08/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Lucas;Branco;Entrada + 48X;Hojas;SP;São Paulo;São Paulo;149119,76;3138,67; 152.258,43 
08/02/2017;FOK001;Ford Ka SE 1.5 16v Básico;Ka;Ford;4.0;Passeio;Manual;Flex;Curitiba;Anselmo;Grafite;Entrada + 48X;Andrey;PR;Paraná;Curitiba;70459,12;6334,38; 76.793,50 
08/02/2017;FOK001;Ford Ka SE 1.5 16v Básico;Ka;Ford;4.0;Passeio;Manual;Flex;Brasília;Anselmo;Grafite;Entrada + 48X;Andrey;DF;Distrito Federal;Brasília;45146,44;4354,34; 49.500,78 
08/02/2017;REM007;Renault Master 2.3 DCI Minibus 16 Lugares 16v;Master;Renault;4.0;Utilitário;Manual;Diesel;Belo Horizonte;Lucas;Branco;Entrada + 48X;Hojas;MG;Minas Gerais;Belo Horizonte;192422,56;3587,4; 196.009,96 
08/02/2017;REM007;Renault Master 2.3 DCI Minibus 16 Lugares 16v;Master;Renault;4.0;Utilitário;Manual;Diesel;Brasília;Lucas;Branco;Entrada + 48X;Hojas;DF;Distrito Federal;Brasília;208076,21;4381,69; 212.457,90 
09/02/2017;CHO001;Onix 1.0 MPFI LS 8v;Onix;Chevrolet;4.0;Passeio;Manual;Flex;Fortaleza;Mônica;Grafite;Entrada + 24X;Hojas;CE;Ceará;Fortaleza;42688,59;5438,97; 48.127,56 
09/02/2017;CHO001;Onix 1.0 MPFI LS 8v;Onix;Chevrolet;4.0;Passeio;Manual;Flex;Fortaleza;Mônica;Grafite;Entrada + 24X;Hojas;CE;Ceará;Fortaleza;48607,44;3385,25; 51.992,69 
09/02/2017;CHO001;Onix 1.0 MPFI LS 8v;Onix;Chevrolet;4.0;Passeio;Manual;Flex;Brasília;Mônica;Grafite;Entrada + 24X;Hojas;DF;Distrito Federal;Brasília;39039,67;3880,05; 42.919,72 
09/02/2017;CHO001;Onix 1.0 MPFI LS 8v;Onix;Chevrolet;4.0;Passeio;Manual;Flex;Brasília;Mônica;Grafite;Entrada + 24X;Hojas;DF;Distrito Federal;Brasília;29485,55;4162,8; 33.648,35 
09/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Mônica;Grafite;Entrada + 24X;Hojas;SP;São Paulo;São Paulo;53817,44;4928,05; 58.745,49 
09/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Mônica;Grafite;Entrada + 24X;Hojas;SP;São Paulo;São Paulo;48457,8;3789,7; 52.247,50 
09/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Raimundo;Branco;Entrada + 24X;Adriana;SP;São Paulo;São Paulo;251251,11;8611,26; 259.862,37 
09/02/2017;VWA010;Volkswagen Amarok 2.0 Highline 4X4 16v Turbo;Amarok;Volkswagen;4.0;Utilitário;Automático;Diesel;Fortaleza;Raimundo;Branco;Entrada + 24X;Adriana;CE;Ceará;Fortaleza;161391,76;4987,89; 166.379,65 
09/02/2017;VWA010;Volkswagen Amarok 2.0 Highline 4X4 16v Turbo;Amarok;Volkswagen;4.0;Utilitário;Automático;Diesel;Brasília;Raimundo;Branco;Entrada + 24X;Adriana;DF;Distrito Federal;Brasília;169230,33;7107,62; 176.337,95 
11/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Rodrigo;Cinza;Entrada + 36X;Juliana;SP;São Paulo;São Paulo;128162,48;5372,37; 133.534,85 
11/02/2017;FOE003;Ford Ecosport 1.6 Freestyle 16v;Ecosport;Ford;4.0;Passeio;Automático;Flex;Rio de Janeiro;Rodrigo;Cinza;Entrada + 36X;Juliana;RJ;Rio de Janeiro;Rio de Janeiro;119673,53;6220,97; 125.894,50 
11/02/2017;FOE003;Ford Ecosport 1.6 Freestyle 16v;Ecosport;Ford;4.0;Passeio;Automático;Flex;Brasília;Rodrigo;Cinza;Entrada + 36X;Juliana;DF;Distrito Federal;Brasília;110456,71;5368,29; 115.825,00 
12/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Roberta;Grafite;Entrada + 60X;Fabio;SP;São Paulo;São Paulo;139855,5;4147,71; 144.003,21 
12/02/2017;REM007;Renault Master 2.3 DCI Minibus 16 Lugares 16v;Master;Renault;4.0;Utilitário;Manual;Diesel;São Paulo;Roberta;Grafite;Entrada + 60X;Fabio;SP;São Paulo;São Paulo;144892,59;4612,46; 149.505,05 
12/02/2017;REM007;Renault Master 2.3 DCI Minibus 16 Lugares 16v;Master;Renault;4.0;Utilitário;Manual;Diesel;Brasília;Roberta;Grafite;Entrada + 60X;Fabio;DF;Distrito Federal;Brasília;117828,55;6768,69; 124.597,24 
15/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;José Luiz;Prata;Entrada + 36X;Juliana;SP;São Paulo;São Paulo;217396,45;5334,21; 222.730,66 
15/02/2017;FOR005;Ford Ranger Cab. Dupla 3.2 4X4 20v;Ranger;Ford;4.0;Utilitário;Automático;Diesel;Rio de Janeiro;José Luiz;Prata;Entrada + 36X;Juliana;RJ;Rio de Janeiro;Rio de Janeiro;250372,79;4859,98; 255.232,77 
15/02/2017;FOR005;Ford Ranger Cab. Dupla 3.2 4X4 20v;Ranger;Ford;4.0;Utilitário;Automático;Diesel;Brasília;José Luiz;Prata;Entrada + 36X;Juliana;DF;Distrito Federal;Brasília;226637,87;5102,61; 231.740,48 
16/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Carolina;Grafite;Entrada + 60X;Andrey;SP;São Paulo;São Paulo;66448,54;4027,02; 70.475,56 
16/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Carolina;Grafite;Entrada + 60X;Andrey;SP;São Paulo;São Paulo;69298,97;5805,71; 75.104,68 
16/02/2017;FOK001;Ford Ka SE 1.5 16v Básico;Ka;Ford;4.0;Passeio;Manual;Flex;Rio de Janeiro;Carolina;Grafite;Entrada + 60X;Andrey;RJ;Rio de Janeiro;Rio de Janeiro;63881,73;3384,32; 67.266,05 
16/02/2017;FOK001;Ford Ka SE 1.5 16v Básico;Ka;Ford;4.0;Passeio;Manual;Flex;Rio de Janeiro;Carolina;Grafite;Entrada + 60X;Andrey;RJ;Rio de Janeiro;Rio de Janeiro;42875,98;4353,99; 47.229,97 
16/02/2017;FOK001;Ford Ka SE 1.5 16v Básico;Ka;Ford;4.0;Passeio;Manual;Flex;Brasília;Carolina;Grafite;Entrada + 60X;Andrey;DF;Distrito Federal;Brasília;74308,33;3424,6; 77.732,93 
16/02/2017;FOK001;Ford Ka SE 1.5 16v Básico;Ka;Ford;4.0;Passeio;Manual;Flex;Brasília;Carolina;Grafite;Entrada + 60X;Andrey;DF;Distrito Federal;Brasília;70199,43;5591,14; 75.790,57 
18/02/2017;CHC003;Captiva 2.4 SIDI 16v;Captiva;Chevrolet;4.0;Passeio;Automático;Gasolina;Florianópolis;Maria Amália;Branco;Entrada + 48X;Andrey;SC;Santa Catarina;Florianópolis;113749,96;5412,04; 119.162,00 
18/02/2017;CHC003;Captiva 2.4 SIDI 16v;Captiva;Chevrolet;4.0;Passeio;Automático;Gasolina;Brasília;Maria Amália;Branco;Entrada + 48X;Andrey;DF;Distrito Federal;Brasília;127865,51;7364,99; 135.230,50 
18/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Maria Amália;Branco;Entrada + 48X;Andrey;SP;São Paulo;São Paulo;121253,43;5955,9; 127.209,33 
18/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Maria Teresa;Cinza;Entrada + 48X;Fabio;SP;São Paulo;São Paulo;34805,81;2194,23; 37.000,04 
18/02/2017;FIU001;Fiat Uno Evo Vivace 1.0 8v;Uno;Fiat;2.0;Passeio;Manual;Flex;Ribeirão Preto;Maria Teresa;Cinza;Entrada + 48X;Fabio;SP;São Paulo;Ribeirão Preto;44981,61;2391,64; 47.373,25 
18/02/2017;FIU001;Fiat Uno Evo Vivace 1.0 8v;Uno;Fiat;2.0;Passeio;Manual;Flex;Brasília;Maria Teresa;Cinza;Entrada + 48X;Fabio;DF;Distrito Federal;Brasília;48293,01;3110,5; 51.403,51 
19/02/2017;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Belo Horizonte;Renato;Branco;Entrada + 60X;Hojas;MG;Minas Gerais;Belo Horizonte;62998,61;8072,23; 71.070,84 
19/02/2017;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Belo Horizonte;Renato;Branco;Entrada + 60X;Hojas;MG;Minas Gerais;Belo Horizonte;63057,53;6568,69; 69.626,22 
19/02/2017;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Brasília;Renato;Branco;Entrada + 60X;Hojas;DF;Distrito Federal;Brasília;83396,52;7990,27; 91.386,79 
19/02/2017;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Brasília;Renato;Branco;Entrada + 60X;Hojas;DF;Distrito Federal;Brasília;97616,33;6537,63; 104.153,96 
19/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Renato;Branco;Entrada + 60X;Hojas;SP;São Paulo;São Paulo;94509,07;7534,23; 102.043,30 
19/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Renato;Branco;Entrada + 60X;Hojas;SP;São Paulo;São Paulo;58589,72;4503,62; 63.093,34 
19/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Rodrigo;Branco;Entrada + 60X;Juliana;SP;São Paulo;São Paulo;79008,69;3129,24; 82.137,93 
19/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Sérgio;Prata;Entrada + 48X;Andrey;SP;São Paulo;São Paulo;57281,72;1899,75; 59.181,47 
19/02/2017;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;Rio de Janeiro;Rodrigo;Branco;Entrada + 60X;Juliana;RJ;Rio de Janeiro;Rio de Janeiro;61443,08;4002,78; 65.445,86 
19/02/2017;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;Brasília;Rodrigo;Branco;Entrada + 60X;Juliana;DF;Distrito Federal;Brasília;92231,32;4906,41; 97.137,73 
19/02/2017;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Sérgio;Prata;Entrada + 48X;Andrey;PR;Paraná;Curitiba;54707,11;1119,94; 55.827,05 
19/02/2017;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Brasília;Sérgio;Prata;Entrada + 48X;Andrey;DF;Distrito Federal;Brasília;39390,88;1911,95; 41.302,83 
20/02/2017;CHC003;Captiva 2.4 SIDI 16v;Captiva;Chevrolet;4.0;Passeio;Automático;Gasolina;Salvador;Amanda;Vermelho;Entrada + 60X;Adriana;BA;Bahia;Salvador;95982,82;3673,99; 99.656,81 
20/02/2017;CHC003;Captiva 2.4 SIDI 16v;Captiva;Chevrolet;4.0;Passeio;Automático;Gasolina;Brasília;Amanda;Vermelho;Entrada + 60X;Adriana;DF;Distrito Federal;Brasília;167083,73;5940,81; 173.024,54 
20/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Amanda;Vermelho;Entrada + 60X;Adriana;SP;São Paulo;São Paulo;133855,45;4578,34; 138.433,79 
20/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Maurício;Cinza;Entrada + 48X;Fabio;SP;São Paulo;São Paulo;127725,57;8257,07; 135.982,64 
20/02/2017;REF006;Renaul Fluence 2.0 Dynamique 16v;Fluence;Renault;4.0;Passeio;Automático;Flex;São Paulo;Maurício;Cinza;Entrada + 48X;Fabio;SP;São Paulo;São Paulo;76054,39;6363,1; 82.417,49 
20/02/2017;REF006;Renaul Fluence 2.0 Dynamique 16v;Fluence;Renault;4.0;Passeio;Automático;Flex;Brasília;Maurício;Cinza;Entrada + 48X;Fabio;DF;Distrito Federal;Brasília;121887,71;8302,01; 130.189,72 
21/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Antonio;Grafite;Entrada + 60X;Fabio;SP;São Paulo;São Paulo;75779,24;2101,49; 77.880,73 
21/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;José Carlos;Branco;Entrada + 24X;Fabio;SP;São Paulo;São Paulo;79086,08;4809,72; 83.895,80 
21/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Maria Amália;Prata;Entrada + 60X;Andrey;SP;São Paulo;São Paulo;42806,31;5995,25; 48.801,56 
21/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Roberta;Vermelho;Entrada + 60X;Fabio;SP;São Paulo;São Paulo;119445,06;5580,7; 125.025,76 
21/02/2017;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;São Paulo;Antonio;Grafite;Entrada + 60X;Fabio;SP;São Paulo;São Paulo;76726,76;2478,29; 79.205,05 
21/02/2017;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;Brasília;Antonio;Grafite;Entrada + 60X;Fabio;DF;Distrito Federal;Brasília;65742,34;1684,46; 67.426,80 
21/02/2017;REF006;Renaul Fluence 2.0 Dynamique 16v;Fluence;Renault;4.0;Passeio;Automático;Flex;São Paulo;José Carlos;Branco;Entrada + 24X;Fabio;SP;São Paulo;São Paulo;82201,17;4259,57; 86.460,74 
21/02/2017;REF006;Renaul Fluence 2.0 Dynamique 16v;Fluence;Renault;4.0;Passeio;Automático;Flex;São Paulo;Roberta;Vermelho;Entrada + 60X;Fabio;SP;São Paulo;São Paulo;90948,8;4210,31; 95.159,11 
21/02/2017;REF006;Renaul Fluence 2.0 Dynamique 16v;Fluence;Renault;4.0;Passeio;Automático;Flex;Brasília;José Carlos;Branco;Entrada + 24X;Fabio;DF;Distrito Federal;Brasília;119251,16;4285,31; 123.536,47 
21/02/2017;REF006;Renaul Fluence 2.0 Dynamique 16v;Fluence;Renault;4.0;Passeio;Automático;Flex;Brasília;Roberta;Vermelho;Entrada + 60X;Fabio;DF;Distrito Federal;Brasília;95682,18;4965,22; 100.647,40 
21/02/2017;REL003;Renault Logan 1.0 Authentique 16v;Logan;Renault;4.0;Passeio;Manual;Flex;Florianópolis;Maria Amália;Prata;Entrada + 60X;Andrey;SC;Santa Catarina;Florianópolis;54408,76;6576,19; 60.984,95 
21/02/2017;REL003;Renault Logan 1.0 Authentique 16v;Logan;Renault;4.0;Passeio;Manual;Flex;Brasília;Maria Amália;Prata;Entrada + 60X;Andrey;DF;Distrito Federal;Brasília;45023,38;4179,73; 49.203,11 
22/02/2017;CHC005;Camaro 6.2 SS Coupé v8;Camaro;Chevrolet;2.0;Passeio;Automático;Gasolina;Florianópolis;Maria Amália;Branco;Entrada + 48X;Andrey;SC;Santa Catarina;Florianópolis;185593,31;1766,71; 187.360,02 
22/02/2017;CHC005;Camaro 6.2 SS Coupé v8;Camaro;Chevrolet;2.0;Passeio;Automático;Gasolina;Brasília;Maria Amália;Branco;Entrada + 48X;Andrey;DF;Distrito Federal;Brasília;205054,65;2221,63; 207.276,28 
22/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Cássio;Cinza;Entrada + 36X;Hojas;SP;São Paulo;São Paulo;119318,81;4966,76; 124.285,57 
22/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Maria Amália;Branco;Entrada + 48X;Andrey;SP;São Paulo;São Paulo;309868,18;2636,61; 312.504,79 
22/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Otaviano;Cinza;Entrada + 60X;Andrey;SP;São Paulo;São Paulo;50184,47;1568,14; 51.752,61 
22/02/2017;FIP002;Fiat Palio Fire 1.0 8v;Palio;Fiat;4.0;Passeio;Manual;Flex;Florianópolis;Otaviano;Cinza;Entrada + 60X;Andrey;SC;Santa Catarina;Florianópolis;56616,24;1516,14; 58.132,38 
22/02/2017;FIP002;Fiat Palio Fire 1.0 8v;Palio;Fiat;4.0;Passeio;Manual;Flex;Brasília;Otaviano;Cinza;Entrada + 60X;Andrey;DF;Distrito Federal;Brasília;50372,86;2517,64; 52.890,50 
22/02/2017;FOE003;Ford Ecosport 1.6 Freestyle 16v;Ecosport;Ford;4.0;Passeio;Automático;Flex;Brasília;Cássio;Cinza;Entrada + 36X;Hojas;DF;Distrito Federal;Brasília;79005,11;8626,37; 87.631,48 
22/02/2017;FOE003;Ford Ecosport 1.6 Freestyle 16v;Ecosport;Ford;4.0;Passeio;Automático;Flex;Brasília;Cássio;Cinza;Entrada + 36X;Hojas;DF;Distrito Federal;Brasília;118310,58;5430,58; 123.741,16 
23/02/2017;CHP002;Prisma 1.0 MPFI LT 8v;Prisma;Chevrolet;4.0;Passeio;Manual;Flex;São Paulo;Antonio;Branco;Entrada + 24X;Fabio;SP;São Paulo;São Paulo;52378,33;7580,62; 59.958,95 
23/02/2017;CHP002;Prisma 1.0 MPFI LT 8v;Prisma;Chevrolet;4.0;Passeio;Manual;Flex;Brasília;Antonio;Branco;Entrada + 24X;Fabio;DF;Distrito Federal;Brasília;59411,73;7575,97; 66.987,70 
23/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Antonio;Branco;Entrada + 24X;Fabio;SP;São Paulo;São Paulo;37094,95;6272,77; 43.367,72 
25/02/2017;FID010;Fiat Ducato Cargo 2.3 Básico;Ducato;Fiat;4.0;Utilitário;Manual;Diesel;São Paulo;José Carlos;Prata;Entrada + 24X;Fabio;SP;São Paulo;São Paulo;104559,87;7279,01; 111.838,88 
25/02/2017;FID010;Fiat Ducato Cargo 2.3 Básico;Ducato;Fiat;4.0;Utilitário;Manual;Diesel;Brasília;José Carlos;Prata;Entrada + 24X;Fabio;DF;Distrito Federal;Brasília;84509,02;6073,48; 90.582,50 
25/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;José Carlos;Prata;Entrada + 24X;Fabio;SP;São Paulo;São Paulo;123255,76;7728,21; 130.983,97 
25/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Mário;Prata;Entrada + 36X;Adriana;SP;São Paulo;São Paulo;98363,26;2380,15; 100.743,41 
25/02/2017;VWS007;Volkswagen Spacefox Comfortline 1.6 MSI 8v;Spacefox;Volkswagen;4.0;Passeio;Manual;Flex;Fortaleza;Mário;Prata;Entrada + 36X;Adriana;CE;Ceará;Fortaleza;109383,75;2239,82; 111.623,57 
25/02/2017;VWS007;Volkswagen Spacefox Comfortline 1.6 MSI 8v;Spacefox;Volkswagen;4.0;Passeio;Manual;Flex;Brasília;Mário;Prata;Entrada + 36X;Adriana;DF;Distrito Federal;Brasília;114714,41;1830,53; 116.544,94 
26/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Renato;Vermelho;Entrada + 24X;Hojas;SP;São Paulo;São Paulo;94199,32;5591,72; 99.791,04 
26/02/2017;FIF005;Fiat Fiorino Furgão Evo 1.4 8v;Fiorino;Fiat;4.0;Utilitário;Manual;Flex;São Paulo;Renato;Vermelho;Entrada + 24X;Hojas;SP;São Paulo;São Paulo;113054,96;7967,1; 121.022,06 
26/02/2017;FIL008;Fiat Linea Absolut 1.8 16v;Linea;Fiat;4.0;Passeio;Automático;Flex;Belo Horizonte;Renato;Vermelho;Entrada + 24X;Hojas;MG;Minas Gerais;Belo Horizonte;94710,04;4667,56; 99.377,60 
26/02/2017;FIL008;Fiat Linea Absolut 1.8 16v;Linea;Fiat;4.0;Passeio;Automático;Flex;Belo Horizonte;Renato;Vermelho;Entrada + 24X;Hojas;MG;Minas Gerais;Belo Horizonte;115665,03;4522,78; 120.187,81 
26/02/2017;FIL008;Fiat Linea Absolut 1.8 16v;Linea;Fiat;4.0;Passeio;Automático;Flex;Brasília;Renato;Vermelho;Entrada + 24X;Hojas;DF;Distrito Federal;Brasília;71495,67;5714,04; 77.209,71 
26/02/2017;FIL008;Fiat Linea Absolut 1.8 16v;Linea;Fiat;4.0;Passeio;Automático;Flex;Brasília;Renato;Vermelho;Entrada + 24X;Hojas;DF;Distrito Federal;Brasília;78738,47;5171,16; 83.909,63 
